paragraph_index,original_iast,run_count
154,"atha kāntyā yaḥ akṛṣṇaḥ sa devaḥ kaḥ, yam ahaṁ bhajāni ? iti sandehe sañjāte saṁvādinī-preraṇena siddhāntam āha ānanda-pādaḥ—“tviṣā kāntyā yo’kṛṣṇo gauras taṁ kalau sumedhaso yajanti” | adhunāsya tviṣā akṛṣṇasya kali-yugyocitopāsya-devasya gauratvaṁ sakala-veda-sāra-bhūta-śrīmad-bhāgavata-padya-saṁvādena sādhayati | gauratvaṁ cāsya—",3
157,śuklo raktas tathā pīta idānīṁ kṛṣṇatāṁ gataḥ || [bhā.pu. 10.8.13],2
159,"“ity atra pāriśesya-pramāṇa-labdhaṁ” iti | pariśeṣasya bhāvaḥ pāriśeṣyam | “prasakta-pratiṣedhe’nyatrāprasaṅgāt śiṣyamāṇe sampratyayaḥ pariśeṣaḥ” iti nyāya-bhāṣyam | prasaktānāṁ sambhāvitānāṁ madhye anyeṣāṁ sarveṣāṁ pratiṣedhe sati anantaram avaśiṣṭasya grahaṇaṁ pariśeṣaḥ | yathā dhūmān vahny-anumāne kim indhano vahnir iti viśeṣa-jijñāsāyāṁ dhūmasya viajātya-parīkṣaṇena tṛṇa-parṇa-kāṣṭhānāṁ niṣedhe yat karīṣa-prabhatvam anumīyate tad idaṁ pariśeṣānumānam | aprasaktasya pāṣāṇādes tāvat sambhāvanaiva nāsti ity uktam anyatrāprasaṅgāt anyatra aprasakter ity arthaḥ | daśama-skandhe śrī-kṛṣṇa-nāma-karaṇa-prasaṅge nanda-mahārājaṁ sambhāṣya gargeṇoktaṁ—āsan varṇā iti | yuge yuge vāraṁ vāraṁ dharma-saṁsthāpanāya bhakta-vāñchā-paripūraṇāya ca yathocitāvatāra-dehān gṛhṇataḥ asyārbhakasya śuklo raktas tathā pīta iti trayo-varṇā āsan | hi niścaye | idānīṁ dvāpara-yuge kṛṣṇatāṁ gataḥ kṛṣṇa-varṇatvaṁ prāptaḥ | satya-tretayoḥ śukla-raktāvatārau, idānīṁ kṛṣṇāvatāraḥ iti śeṣaḥ | uktaṁ ca śrī-bhāgavatāmṛte—“kathyante varṇa-nāmābhyāṁ śuklaḥ satya-yuge hariḥ” [la.bhā. 1.4.25] | anyatra ca, tretāyāṁ rakta-varṇo’sau, dvāpare bhagavān śyāmaḥ, dvāpare kṛṣṇatāṁ gataḥ iti ca |",4
174,"athaivambhūta-śrī-gaurāṅga-devasya parameśvaratvaṁ vijñāpayati viśeṣaṇāntareṇa “sāṅgopāṅgāstra-pārṣadam” iti | aṅgāni manoramāvayavādīni upāṅgāni mahā-prabhāva-yukta-bhūṣaṇādīni eva astrāṇi pārṣado yasya saḥ | taṁ śrī-gaurāṅga-mahāprabhuṁ sumedhaso yajantīti nirdeśaḥ | athavā aṅgāni hṛdayādīni, upāṅgāni kaustubhādīni astrāṇi sudarśanādīni, pārṣadāḥ sunandādayaḥ pracchannatvāt gupta-bhāvenāvatiṣṭhante yatra śrī-gaurāṅgāvatāre tam ity arthaḥ | pracchannārthakatva-rūpa-kaṣṭha-kalpanāṁ parityajya śrī-gaurāṅga-pūrṇāvatārocita-vyākhyām āha ānanda-pādaḥ—“atyanta-premāspadatvāt tat-tulyā eva pārṣadāḥ śrīmad-advaitācārya-mahānubhāva-caraṇa-prabhṛtayas taiḥ saha vartamānam iti cārthāntareṇa vaktavyam” iti | atra prabhṛtayaḥ iti padena śrī-nityānando gadādharo śrīvāsaḥ tathā śrī-viṣṇu-priyāyāḥ anuja-sahodara-śrī-yādavācāryaḥ, tathā tat-putra śrī-mādhavānandaḥ nitya-pārṣadā jñeyāḥ |",3
185,sarva-saṁvādinī : tad etat sarvam avadhāryāpi paramotkṛṣṭenārthena tam eva stauti—antaḥ kṛṣṇam ity-ādinā | darśitaṁ caitat parama-vidvac-chiromaṇinā śrī-sārvabhauma-bhaṭṭācāryeṇa—,2
192,baladevaḥ : kṛṣṇa-varṇa-padya-vyākhyā-vyājena tad-artham āśrayati antar iti | sphuṭārthaḥ ||2||,2
194,rādhā-mohana-gosvāmī : sva-bhajanasya sampradāya-pravartanāyāvatīrṇaṁ gaura-rūpeṇa śrī-kṛṣṇaṁ tad-anugata-vyākhyā-sampattaye punaḥ praṇamati—antaḥ-kṛṣṇam iti | āśritā iti vayam iti śeṣaḥ ||2-7||,2
196,gaura-kiśora-gosvāmī : atha prathama-ślokārtha-spaṣṭīkaraṇāya kalau śrī-gaurāṅga eva upāsya iti abhidhā-vṛttyā vijñāpanārthaṁ tat siddhānta-dārḍhyāya tasya paramotkarṣa-pratipādayiṣuḥ tam eva śrī-gaurāṅga-mahāprabhu-kṛṣṇa-caitanya-devaṁ stauti—antaḥ-kṛṣṇam ity-ādinā |,2
208,"atrāpare pratyavatiṣṭhate | yadyapi yugāvatāra-nirṇaya-prasaṅge bhāgavatādi-śāstra-pramāṇakaḥ śrī-gaurāṅgaḥ, tathāpi śrī-kṛṣṇa-tattvād apakṛṣṭatayā śrī-gaurāṅga-tattvaṁ śāstreṇa samarthyate, yathā matsyādy-avatāra-tattvāni | kutaḥ etat ? śrī-kṛṣṇāt śrī-gaurāṅgasya pṛthag-dhyāna-mantrādīnāṁ svīkāre’pi śrī-gaurāṅgopāsanāyā ānarthakya-prasaṅgaḥ | dṛśyate ca śāstre—ete cāṁśa-kalāḥ puṁsaḥ kṛṣṇas tu bhagavān svayaṁ [bhā.pu. 1.3.28] iti | ",3
213,na caitanyāt kṛṣṇāt jagati para-tattvaṁ param iha || iti |,2
222,rādhā-bhāva-dyuti-suvalitaṁ naumi kṛṣṇa-svarūpam || [cai.ca. 1.1.5] iti |,2
242,	śuklo raktas tathā pīta idānīṁ kṛṣṇatāṁ gataḥ || [bhā.pu. 10.8.13] iti |,2
247,yajñaiḥ saṅkīrtana-prāyair yajanti hi sumedhasaḥ || [bhā.pu. 11.5.32] iti ca |,2
255,gaṅgā-tīre navadvīpe vāram ekaṁ śacī-sutaḥ || iti |,2
259,śacī-garbhe navadvīpe svardhunī-parivārite || iti |,2
263,phālgunyāṁ paurṇamāsyāṁ vai niśāyāṁ gaura-vigrahaḥ || iti |,2
269,vaivasvate’ntare brahman gaṅgā-tīre supuṇyade || iti |,2
273,mahāprabhur iti khyātaḥ sarva-lokaika-pāvanaḥ || iti ca |,2
298,bhakti-yogena gaurāṅgaṁ pūjayet priye || ity ādīni |,2
300,tathā hi—namasyāmi śacī-putraṁ gauracandram ity-ādi śrī-gaurāṅga-deva-stotram | śrīman-mauktika-dāma-baddha-cikuram ity-ādi śrī-gaurāṅga-mahāprabhor dhyānam—,5
305,"iti śrī-gaurāṅga-mahāprabhoḥ praṇāma-mantraḥ | śloke tu “sa-putrāya” iti padena “putraḥ” śrī-viṣṇupriyāyāḥ sahodarānuja-śrī-yādavācāryaḥ, tena saha avasthito yaḥ śrī-gaurāṅga-mahāprabhuḥ, tasmai iti | putratvena śrī-yādavācārya-pratipālya-svīya-sevādhikāraṁ śrī-gaurāṅga-mahāprabhuḥ tasmai parama-kṛpayā dadau | tataḥ śrī-yādavācāryasya gaurāṅga-putratvaṁ siddham | “sa-kalatrāya” iti | śacīnandanāya vidmahe ity-ādi hi śrī-gaurāṅga-gāyatrī | adhunā sampravakṣyāmi kavacaṁ sarva-siddhidam ity-ādi śrī-gaurāṅga-kavacam | etāni sarvāṇi hi śāstrebhyaḥ avabodhanīyāni |",3
323,naivāsura-prakṛtayaḥ prabhavanti boddhum || [stotra-ratnaṁ 12] iti |,2
334,sarva-saṁvādinī : jayatām iti | jñāpakau jñāpayitum ||3||,2
336,baladevaḥ : athāśīr namaskāra-rūpaṁ maṅgalam ācarati jayatām iti | śrīlau jñāna-vairāgya-tapaḥ-sampattimantau rūpa-sanātanau me guru-parama-gurū jayataḥ nijotkarṣaṁ prakaṭayatām | mathurā-bhūmāv iti | tatra tayor adhyakṣatā vyajyate | tayor jayo’stv ity āśāsyate | jayatir atra tad itara-sarva-sad-vṛndotkarṣa-vacanaḥ | tad-utkarṣāśrayatvāt tayos tat-sarva-namasyatvam ākṣipyate | tat-sarvāntaḥpātitvāt svasya tau namayāv iti ca vyajyate | tau kīdṛśāv ity āha | yāv imāṁ samdarbhākhyāṁ pustikāṁ vilekhayatas tasyā likhane māṁ pravartayataḥ | buddhau siddhatvāt imām ity uktiḥ | tattvaṁ jñāpakau tattvaṁ vādya-prabhede syāt svarūpe paramātmani iti viśva-koṣāt | pareśaṁ saparikaraṁ jñāpayiṣyantāv ity arthaḥ | kartari bhaviṣyati ṇvul ṣaṣṭhī-niṣedhas tu akenor bhaviṣyad ādhamarṇayoḥ [pā. 2.3.70] iti sūtrāt ||3||,6
338,rādhā-mohana-gosvāmī : na vyākhyātam.,2
340,"gaura-kiśora-gosvāmī : purā kila śrī-rūpa-sanātanau karṇāṭa-deśa-vāsi-prasiddha-brāhmaṇa-vaṁśajau āstām | atha kārya-vyapadeśena tau dvau gauḍe rāja-mantri-rūpeṇa avasatām | tatra śrī-gaurāṅgasyānugata-jana-caraṇa-reṇoḥ sparśena jñāna-vijñāna-tapaḥ-sampattimantau tau kaṭhora-vairāgyam avalambya vraja-bhūmau vasan śrī-gaurāṅga-mahāprabhoḥ sañcārita-śakti-balena vaiṣṇava-śrī-granthādīn prakaṭayāmāsatuḥ | vartamāna-grantha-kāraḥ tayor bhrātuṣputraḥ śiṣyaṁ ca, granthasya nirvighna-parisamāpty-arthaṁ tau dvau namaskaroti | vairāgyānantaraṁ jāgatika-dhana-śūnyatve’pi ahaituka-bhakti-sampatter adhikāritva-hetor anayoḥ śrī-yuktatvāt—śrīla iti | śrī-rūpa-sanātanayor nirdeśena grantha-kārasyeyaṁ grantha-saṅkalana-pravṛttiḥ | dhāmnā saha tayor jayam icchati—jayatām iti ||3||",2
349,"sarva-saṁvādinī : ko’pīti | vṛddha-vaiṣṇavaiḥ śrī-rāmānuja-madhvācārya-śrīdhara-svāmy-ādibhir yal likhitam, tasmād uddhṛtasyety arthaḥ | anena sva-kapola-kalpitatvaṁ ca nirastam ||4||",2
351,baladevaḥ : granthasya purātanatvaṁ sva-pariṣkṛtatvaṁ cāha—ko’pīti | tad-bāndhavas tayo rūpa-sanātanayor bandhur gopāla-bhaṭṭa ity arthaḥ | vṛddha-vaiṣṇavaiḥ śrī-madhv-ādibhir likhitād granthāt taṁ vivicya vicārya sāraṁ gṛhītvā grantham imaṁ vyalikhat ||4||,2
353,rādhā-mohana-gosvāmī : na vyākhyātam.,2
355,gaura-kiśora-gosvāmī : granthasyāsya prācīnatvaṁ tathā mahājana-vartma-cāritvaṁ darśayati—ko’pīti | bhaṭṭaḥ śrī-gopāla-bhaṭṭa-pādaḥ | “vṛddha-vaiṣṇavaiḥ śrī-rāmānujānanda-śrīdhara-svāmi-pādādibhir yal likhitaṁ tad dṛṣṭvety arthaḥ | anena sva-kapola-kalpitatvaṁ nirastam” iti saṁvādinī ||3||,2
364,sarva-saṁvādinī : na vyākhyātam.,2
366,"baladevaḥ : tasya bhaṭṭasya ādyaṁ purātanaṁ granthanālekhaṁ paryālocya jīvako mal-lakṣaṇaḥ, paryāyaṁ kṛtvā kramaṁ nibadhya likhati | “grantha sandarbhe”[dhātu 1839] caurādikaḥ | tato ṇyāsa-śrantha [pā. 3.3.107] iti karmaṇi yuc, granthanā granthaḥ | tasya lekhaṁ likhanam, bhāve ghañ | taṁ lekhaṁ kīdṛśam ?ity āha—krāntam, krameṇa sthitam | vyutkrāntaṁ vyutkrameṇa sthitam | khaṇḍitaṁ chinnam iti sva-śramasya sārthakyam ||5||",4
368,rādhā-mohana-gosvāmī : na vyākhyātam.,2
370,gaura-kiśora-gosvāmī : atha grantha-kāraḥ nikhila-śāstra-niṣṇātaḥ mahā-dārśanika-cūḍāmaṇiḥ śrī-jīva-gosvāmii-pādaḥ vaiṣṇavocita-svabhāva-sulabha-vinaya-guṇa-sampannatvāt svāhaṅkāraṁ pariharati—tasyādyam iti ślokena ||5||,2
379,sarva-saṁvādinī : ya iti | eko mukhyaḥ | etat likhanam ||6||,2
381,baladevaḥ : granthasya rahasyatvam āha yaḥ śrīti | kṛṣṇa-pāratamye’nyenānādṛte tasyāmaṅgalaṁ syād iti | tan-maṅgalāyaitat | na tu granthāvadya-bhayāt | tasya suvyutpannair niravadyatvena parīkṣitatvāt ||6||,2
383,rādhā-mohana-gosvāmī : na vyākhyātam.,2
385,"gaura-kiśora-gosvāmī : asya granthasya gurutvātiśayyāt grantha-prārambhe śapatha-vākyam āha—yaḥ śrī-kṛṣṇeti | na ca viruddha-matāvalambibhiḥ saha vicāra-parāṅmukhatāvaśan svīya-sāmpradāyikāveṣṭana-viśeṣa evāyaṁ yenānyeṣāṁ paṭhana-pāṭhanaṁ vyāvartitam | sarvatrāpratidvandvitve’pi nirahaṅkāra-samadarśi-vaiṣṇave udāratāyāḥ cira-prācuryāt | puruṣottame śrī-kṛṣṇe śraddhā-hīnānāṁ tat-sambandhi-grantha-paryāya-locanena avajñā-buddhi-vaśāt para-pakṣa-jigīṣonmādanād vā aparādhaḥ sañjāyeta tat teṣāṁ mābhūt, iti sarva-jana-kalyāṇa-kāṅkṣī-grantha-kāraḥ svārthī-bhūta-viśva-vyāpī-kāruṇyaḥ śrī-jīva-gosvāmi-pādaḥ aparān niṣedhati—anyasmai śapatho’rpitaḥ iti ||6||",2
394,sarva-saṁvādinī : atheti | śrī-bhāgavata-sandarbha-nāmānaṁ sandarbha-grantham ity arthaḥ | vaśmi kāmaye ||7||,2
396,baladevaḥ : atheti |,2
401,ity abhiyuktokta-laksaṇaṁ sandarbhaṁ lekhituṁ vaśmi vāñchāmi | śrī-bhāgavataṁ sandṛbhyate grathyate’treti | halaś ca [pā. 3.3.21] ity adhikaraṇe ghañ ||7||,3
403,rādhā-mohana-gosvāmī : na vyākhyātam.,2
405,"gaura-kiśora-gosvāmī : anantaraṁ granthasya yathocitaṁ nāma nirdiśati—natveti | śrī-bhāgavata-sandarbham iti | sam-pūrva-dṛbha-dhātor ghañi niṣpannaṁ sandarbha-padaṁ racanām āhuḥ—sandarbhaḥ prabandhaḥ iti trikāṇḍa-śeṣaḥ | sandarbho racanā gumphaḥ granthanaṁ samā iti hemacandraḥ | sandarbha-lakṣaṇam uktaṁ prācīnaiḥ, yathā—",6
421,"sarva-saṁvādinī : sarva-granthārthaṁ saṅkṣepeṇa darśayann api maṅgalācarati—yasya iti | kvacid api satyaṁ jñānam anantaṁ brahma [tai.u. 2.1.2] ity ādāv api-śabdena tatraiva brahmatvaṁ mukhyam ity ānītam | aṁśakaiḥ līlāvatāra-rūpair guṇāvatāra-rūpaiś ca | pumān puruṣaḥ sarvāntaryāmī paramātmākhyaḥ | ekaṁ śrī-kṛṣṇākhyād anyat | yasyaiva iti tasya bhagavattva-sāmye’pi śrī-kṛṣṇasyaiva svayaṁ-bhagavattvaṁ darśitam | nārāyaṇākhyaṁ rūpaṁ pādottara-khaṇḍādi-pratipādyaḥ parama-vyomākhya-mahā-vaikuṇṭhādhipaḥ śrīpatiḥ | “svayaṁ bhagavān” iti, kṛṣṇas tu bhagavān svayaṁ [bhā.pu. 1.3.28] iti śrī-bhāgavata-prāmāṇyam iheti sūcitam | śrīr iti tad-avyabhicāriṇī svarūpa-śaktir api darśitā | iha jagati | tat-pāda-bhājāṁ tac-caraṇāravindaṁ bhajatām | prema prīty-atiśayam | vidhattāṁ kurutāṁ prādurbhāvayatv ity arthaḥ ||8||",6
423,"baladevaḥ : atha śrotṛ-rucy-utpattaye granthasya viṣayādīn anubandhān saṅkṣepeṇa tāvad āha yasyeti | sa svayaṁ bhagavān śrī-kṛṣṇaḥ | iha jagati tat-pāda-bhājāṁ tac-caraṇa-padma-sevināṁ sva-viṣayakaṁ prema vidhattām arpayatu | sa kaḥ | ity āha yasya svarūpānubandhyākṛtiguṇa-vibhūti-viśiṣṭasyaiva śrī-kṛṣṇasya | cinmātra-sattā anabhivyakta-tat-tad-viśeṣā jñāna-rūpā vidyamānatā | kvacid api nigame kasmiṁścit satyaṁ jñānam anantaṁ brahma [tai.u.2.1.1],astīty evopalabdhavyaḥ [kā.u. 2.3.13] ity-ādi-rūpe śruti-khaṇḍe brahmeti saṁjñāṁ yāti | tādṛśatayā cintayatāṁ tathā pratītam āsīd ity arthaḥ | bhakti-bhāvita-manasāṁ tu vyañjita-tat-tad-viśeṣā saiva puruṣatvena pratītā bhavatīti bodhyam | satyaṁ jñānam ity upakrāntasyaivānandamaya-puruṣatvena nirūpaṇāt | ata evam uktaṁ jitaṁ te stotre—",6
426,tathāpi puruṣākāro bhaktānāṁ tvaṁ prakāśate || iti |,2
432,brahmeti paramātmeti bhagavān iti śabdyate || [bhā.pu. 1.2.11],2
440,"gaura-kiśora-gosvāmī : sarva-granthārthaṁ saṁkṣepeṇa darśayann api maṅgalam ācarati, tathā viṣayādīn anubandhān nirdiśati—yasyeti granthena | anubandho nāma adhikāri-viṣaya-sambandha-prayojanāni | svayaṁ bhagavān sa śrī-kṛṣṇaḥ puruṣottama iha saṁsāre tat-pāda-bhājāṁ tac-caraṇa-sevakānāṁ premāṇaṁ vidhattāṁ vidadhāt | ko’sau ? ity āha—yasya śrī-kṛṣṇasyāpi cin-mātra-sattā kvacit nigame brahmeti saṁjñāṁ yāti | satyaṁ jñānam anantaṁ brahma [tai.u.2.1.1] ity ādau brahmānubhavopadeśaḥ śrutau dṛśyate | tad brahma śrī-kṛṣṇasya cin-mātra-sattvāt nātiriktam | śrī-kṛṣṇasyācintya-jñāna-rūpatva-viśeṣa eva brahma | api-śabdena tatraiva brahmatvaṁ mukhyam ity ānītam | jñāna-mārgī śrī-kṛṣṇasya cin-mātra-sattāṁ brahmeti matyā prāpnotīti bhāvaḥ | etena cin-mātra-sattātirikta-brahmāstitva-kalpanā viśeṣeṇa bādhitā | yasya svarūpato’ṁśaḥ sann api punaḥ svakīyair aṁśakair līlāvatāra-rūpair guṇāvatāra-rūpaiś ca māyāṁ svakīyāṁ prakṛtim, mayādhyakṣeṇa prakṛtiḥ sūyate sa-carācaraṁ [gītā 9.10], mama māyā duratyayā [gītā 7.14] ity-ādi-gītā-saṁvādena sarva-carācara-visarga-karīṁ jīva-vimohinīṁ śaktiṁ varṇayan vaśīkurvann eva vibhavati viśeṣeṇa prabhavati | tat-tad-avatāra-grahaṇenāpi nāsya svarūpānyathā-bhāvo bhavatīty ākūtam | pumān puruṣaḥ sarvāntaryāmī paramātmākhyaḥ | evaṁ śrī-kṛṣṇākhyād anyaḥ yasyeti tasya bhagavattā-sāmye’pi śrī-kṛṣṇasyaiva svayaṁ bhagavattvaṁ darśitam | yasya ekaṁ mukhyam, eke mukhyānya-kevalā iti koṣāt nārāyaṇākhyaṁ rūpaṁ pādmottara-khaṇḍādi pratipādyam, parama-vyomni mahā-vaikuṇṭhe vilasati, sarvātiśāyi-mahimnā virājate | parama-vyomākhya-mahā-vaikuṇṭhādhipatiḥ śrīpatiḥ svayaṁ bhagavāniti pādmottara-khaṇḍe kathānusandheyā | kṛṣṇas tu bhagavān [bhā.pu. 1.3.28] svayam iti śrī-bhāgavata-prāmāṇyam ihāpi sūcitam | śrīti tad-avyabhicāriṇī-svarūpa-śaktir api darśitā | iti saṁvādinī-vijñaptyā śriyā rādhikayā yuktaḥ sa śrī-kṛṣṇaḥ prema vidhattām | prema śrī-kṛṣṇa-caraṇe ahaikutka-prīty-atiśayaḥ | sa eva pūrva-puruṣārthaḥ | etena mukty-ādeḥ parama-puruṣārthatvam apākṛtaṁ boddhavyam ||8||",13
449,"sarva-saṁvādinī : atra puruṣasya iti | atraitad uktaṁ bhavati—yadyapi pratyakṣānumāna-śabdārṣopamāṇārthāpatty-abhāva-sambhavaitihya-ceṣṭākhyāni daśa pramāṇāni viditāni, tathāpi bhrama-pramāda-vipralipsā-karaṇāpāṭava-doṣa-rahita-vacanātmakaḥ śabda eva mūlaṁ pramāṇam | anyeṣāṁ prāyaḥ puruṣa-bhramādi-doṣamayatayānyathā-pratīti-darśanena pramāṇaṁ vā tad-ābhāsaṁ veti puruṣair nirṇetum aśakyatvāt, tasya tu tad-abhāvāt | ato rājñā bhṛtyānām iva tenaivānyeṣāṁ baddha-mūlatvāt, tasya tu nairapekṣyāt, yathā-śakti kvacid eva tasya taiḥ sācivya-karaṇāt, svādhīnasya tasya tu tāny upamardyāpi pravṛtti-darśanāt, tena pratipādite vastuni tair viroddhum aśakyatvāt, teṣāṁ śaktibhir aspṛśye vastuni tasyaiva tu sādhakatamatvāt |",2
453,"śabdasya tu nairapekṣyam, yathā—“daśamas tvam asi” ity ādau | sa eṣa śabdo daśamo’ham asmīti pramāyās tiraskāriṇaṁ mohaṁ śravaṇa-patha-praveśa-mātrād vinivartayaty eveti spaṣṭam eva nairapekṣyam | ātma-śakty-anurūpam eva pratyakṣeṇa śabdasya sācivya-kṛtiḥ, yathā—“agnir himasya bheṣajam” ity ādāv eva | na tu bhavān babhūva garbhe me mathurā-nagare sutaḥ ity ādau | ",3
471,baladevaḥ : athaivam iti | sūcitānāṁ vyañjitānāṁ caturṇām ity arthaḥ | śrī-kṛṣṇaś ca granthasya viṣayaḥ | tad-vācya-vācaka-lakṣaṇaś ca sambandhaḥ | tad-bhajanaṁ tac-chravaṇa-kīrtanādi-tal-lakṣaṇaṁ yad-vidheyaṁ tat-saparyāyāṁ yad abhidheyaṁ tac ca | tat-prema-lakṣaṇaṁ prayojanaṁ ca puruṣārthas tad-ākhyānām | eka-vācya-vācakatavaṁ paryāyatvam | samānaḥ paryāyo’syeti saparyāyaḥ | samānārthaka-saha-śabdena samāsād asvapada-vigraho bahu-vrīhiḥ | vopasarjanasya [pā. 6.3.82] iti sūtrāt sahasya sādeśaḥ | ,5
474,sādṛśye vidyamāne ca sambandhe ca saha smṛtam || iti śrīdharaḥ |,2
